               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 152,              1.5378,              1.0003,              1.1563,             0.56486,             0.44229,             0.46326,             0.28611,                   0,                   0,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,              1.5342,             0.99544,               1.152,             0.56509,             0.44207,             0.46344,             0.28641,                   0,                   0,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,              1.5411,             0.99717,              1.1556,             0.56364,             0.44281,              0.4639,             0.28664,                   0,                   0,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,              1.5328,             0.99364,              1.1548,              0.5634,             0.44315,             0.46395,             0.28684,                   0,                   0,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,              1.5348,             0.99483,              1.1562,             0.57226,             0.43906,             0.46379,             0.28707,                   0,                   0,                   0,            0.006931,            0.006931,            0.006931
                 157,              1.5358,             0.99123,              1.1485,             0.56883,             0.44232,              0.4644,             0.28715,                   0,                   0,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,              1.5218,             0.98707,              1.1537,             0.57026,             0.44155,             0.46426,             0.28703,                   0,                   0,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,              1.5363,               0.992,              1.1539,             0.57076,             0.44262,             0.46441,             0.28715,                   0,                   0,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,              1.5341,             0.98775,               1.152,             0.57018,             0.44306,             0.46465,             0.28716,                   0,                   0,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,              1.5284,             0.98716,              1.1526,             0.56789,             0.44426,             0.46517,             0.28749,                   0,                   0,                   0,            0.006832,            0.006832,            0.006832
                 162,               1.539,             0.99365,              1.1565,             0.56761,             0.44427,             0.46556,              0.2877,                   0,                   0,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,              1.5315,             0.98698,              1.1508,             0.56936,             0.44261,             0.46474,             0.28751,                   0,                   0,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,              1.5276,             0.98348,              1.1498,             0.57083,             0.44231,             0.46497,             0.28761,                   0,                   0,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,              1.5304,             0.98485,              1.1523,             0.57235,             0.44121,             0.46543,             0.28786,                   0,                   0,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,              1.5336,             0.98917,              1.1523,             0.56779,             0.44451,             0.46543,             0.28753,                   0,                   0,                   0,            0.006733,            0.006733,            0.006733
                 167,              1.5293,             0.98096,              1.1495,             0.57233,             0.44173,             0.46535,             0.28786,                   0,                   0,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,              1.5229,               0.984,              1.1494,             0.57059,              0.4427,             0.46525,             0.28799,                   0,                   0,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,              1.5339,             0.98306,              1.1539,             0.57013,              0.4433,             0.46566,             0.28806,                   0,                   0,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,              1.5225,             0.97735,               1.151,             0.56994,             0.44438,             0.46608,             0.28843,                   0,                   0,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,                1.52,             0.98085,              1.1498,              0.5723,             0.44274,             0.46584,             0.28837,                   0,                   0,                   0,            0.006634,            0.006634,            0.006634
                 172,              1.5304,             0.98296,              1.1536,             0.57184,             0.44266,             0.46605,             0.28834,                   0,                   0,                   0,           0.0066142,           0.0066142,           0.0066142
