               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  78,              1.9766,              1.5208,              1.2724,             0.40175,             0.30996,              0.3012,             0.17271,                   0,                   0,                   0,           0.0084754,           0.0084754,           0.0084754
                  79,              1.9697,              1.5091,              1.2705,             0.40823,             0.30737,             0.30225,             0.17247,                   0,                   0,                   0,           0.0084556,           0.0084556,           0.0084556
                  80,              1.9807,              1.5154,               1.273,             0.40723,             0.30626,             0.29976,             0.17173,                   0,                   0,                   0,           0.0084358,           0.0084358,           0.0084358
                  81,              1.9799,              1.5126,              1.2744,              0.4093,             0.30685,             0.30083,              0.1718,                   0,                   0,                   0,            0.008416,            0.008416,            0.008416
                  82,              1.9862,               1.515,                1.27,             0.40802,              0.3077,             0.30141,             0.17275,                   0,                   0,                   0,           0.0083962,           0.0083962,           0.0083962
                  83,              1.9686,              1.5104,               1.271,             0.41292,             0.30834,             0.30171,             0.17294,                   0,                   0,                   0,           0.0083764,           0.0083764,           0.0083764
                  84,              1.9723,                1.51,               1.266,             0.41709,             0.30633,             0.30216,              0.1734,                   0,                   0,                   0,           0.0083566,           0.0083566,           0.0083566
                  85,                1.97,              1.5011,              1.2681,             0.42246,              0.3048,             0.30328,             0.17375,                   0,                   0,                   0,           0.0083368,           0.0083368,           0.0083368
                  86,              1.9736,              1.5043,              1.2752,             0.41048,             0.31121,             0.30382,             0.17466,                   0,                   0,                   0,            0.008317,            0.008317,            0.008317
                  87,               1.966,              1.5055,              1.2676,             0.41508,             0.31032,              0.3061,             0.17537,                   0,                   0,                   0,           0.0082972,           0.0082972,           0.0082972
                  88,              1.9696,              1.5087,              1.2691,             0.41733,             0.30945,             0.30712,             0.17587,                   0,                   0,                   0,           0.0082774,           0.0082774,           0.0082774
                  89,              1.9578,              1.4923,              1.2672,             0.42267,             0.30555,             0.30574,             0.17517,                   0,                   0,                   0,           0.0082576,           0.0082576,           0.0082576
                  90,              1.9602,              1.5018,               1.268,             0.42414,             0.30733,             0.30663,              0.1757,                   0,                   0,                   0,           0.0082378,           0.0082378,           0.0082378
                  91,              1.9572,              1.4887,              1.2694,             0.42475,             0.30822,             0.30643,             0.17588,                   0,                   0,                   0,            0.008218,            0.008218,            0.008218
                  92,              1.9549,              1.4846,              1.2645,             0.42199,             0.30535,             0.30558,             0.17551,                   0,                   0,                   0,           0.0081982,           0.0081982,           0.0081982
                  93,              1.9566,               1.497,               1.269,             0.42078,             0.30989,             0.30731,             0.17671,                   0,                   0,                   0,           0.0081784,           0.0081784,           0.0081784
                  94,              1.9536,              1.4855,              1.2598,             0.42396,             0.31071,             0.30767,             0.17673,                   0,                   0,                   0,           0.0081586,           0.0081586,           0.0081586
